,index,track,rank,date
3140,6125,My First Love,79.0,2001-03-17
3141,261,My Love Goes On And On,99.0,2000-10-21
3142,578,My Love Goes On And On,94.0,2000-10-28
3143,895,My Love Goes On And On,94.0,2000-11-04
3144,1212,My Love Goes On And On,87.0,2000-11-11
3145,1529,My Love Goes On And On,84.0,2000-11-18
3146,1846,My Love Goes On And On,83.0,2000-11-25
3147,2163,My Love Goes On And On,76.0,2000-12-02
3148,2480,My Love Goes On And On,76.0,2000-12-09
3149,2797,My Love Goes On And On,79.0,2000-12-16
3150,3114,My Love Goes On And On,83.0,2000-12-23
3151,3431,My Love Goes On And On,91.0,2000-12-30
3152,27,My Love Is Your Love,81.0,1999-09-04
3153,344,My Love Is Your Love,68.0,1999-09-11
3154,661,My Love Is Your Love,44.0,1999-09-18
3155,978,My Love Is Your Love,16.0,1999-09-25
3156,1295,My Love Is Your Love,11.0,1999-10-02
3157,1612,My Love Is Your Love,9.0,1999-10-09
3158,1929,My Love Is Your Love,8.0,1999-10-16
3159,2246,My Love Is Your Love,7.0,1999-10-23
3160,2563,My Love Is Your Love,8.0,1999-10-30
3161,2880,My Love Is Your Love,7.0,1999-11-06
3162,3197,My Love Is Your Love,8.0,1999-11-13
3163,3514,My Love Is Your Love,8.0,1999-11-20
3164,3831,My Love Is Your Love,6.0,1999-11-27
3165,4148,My Love Is Your Love,6.0,1999-12-04
3166,4465,My Love Is Your Love,5.0,1999-12-11
3167,4782,My Love Is Your Love,5.0,1999-12-18
3168,5099,My Love Is Your Love,5.0,1999-12-25
3169,5416,My Love Is Your Love,5.0,2000-01-01
3170,5733,My Love Is Your Love,4.0,2000-01-08
3171,6050,My Love Is Your Love,6.0,2000-01-15
3172,6367,My Love Is Your Love,10.0,2000-01-22
3173,6684,My Love Is Your Love,10.0,2000-01-29
3174,7001,My Love Is Your Love,11.0,2000-02-05
3175,7318,My Love Is Your Love,20.0,2000-02-12
3176,7635,My Love Is Your Love,22.0,2000-02-19
3177,7952,My Love Is Your Love,27.0,2000-02-26
3178,8269,My Love Is Your Love,34.0,2000-03-04
3179,8586,My Love Is Your Love,49.0,2000-03-11
3180,107,My Next Thirty Years,73.0,2000-10-21
3181,424,My Next Thirty Years,62.0,2000-10-28
3182,741,My Next Thirty Years,56.0,2000-11-04
3183,1058,My Next Thirty Years,52.0,2000-11-11
3184,1375,My Next Thirty Years,46.0,2000-11-18
3185,1692,My Next Thirty Years,40.0,2000-11-25
3186,2009,My Next Thirty Years,36.0,2000-12-02
3187,2326,My Next Thirty Years,31.0,2000-12-09
3188,2643,My Next Thirty Years,27.0,2000-12-16
3189,2960,My Next Thirty Years,27.0,2000-12-23
3190,3277,My Next Thirty Years,28.0,2000-12-30
3191,3594,My Next Thirty Years,40.0,2001-01-06
3192,3911,My Next Thirty Years,33.0,2001-01-13
3193,4228,My Next Thirty Years,33.0,2001-01-20
3194,4545,My Next Thirty Years,39.0,2001-01-27
3195,4862,My Next Thirty Years,40.0,2001-02-03
3196,5179,My Next Thirty Years,48.0,2001-02-10
3197,5496,My Next Thirty Years,53.0,2001-02-17
3198,5813,My Next Thirty Years,58.0,2001-02-24
3199,6130,My Next Thirty Years,62.0,2001-03-03
3200,249,N 2 Gether Now,94.0,1999-12-04
3201,566,N 2 Gether Now,88.0,1999-12-11
3202,883,N 2 Gether Now,85.0,1999-12-18
3203,1200,N 2 Gether Now,78.0,1999-12-25
3204,1517,N 2 Gether Now,78.0,2000-01-01
3205,1834,N 2 Gether Now,73.0,2000-01-08
3206,2151,N 2 Gether Now,84.0,2000-01-15
3207,2468,N 2 Gether Now,86.0,2000-01-22
3208,2785,N 2 Gether Now,90.0,2000-01-29
3209,3102,N 2 Gether Now,97.0,2000-02-05
3210,3419,N 2 Gether Now,96.0,2000-02-12
3211,64,Never Let You Go,65.0,2000-01-22
3212,381,Never Let You Go,32.0,2000-01-29
3213,698,Never Let You Go,25.0,2000-02-05
3214,1015,Never Let You Go,24.0,2000-02-12
3215,1332,Never Let You Go,23.0,2000-02-19
3216,1649,Never Let You Go,22.0,2000-02-26
3217,1966,Never Let You Go,22.0,2000-03-04
3218,2283,Never Let You Go,21.0,2000-03-11
3219,2600,Never Let You Go,19.0,2000-03-18
3220,2917,Never Let You Go,16.0,2000-03-25
3221,3234,Never Let You Go,14.0,2000-04-01
3222,3551,Never Let You Go,16.0,2000-04-08
3223,3868,Never Let You Go,16.0,2000-04-15
3224,4185,Never Let You Go,17.0,2000-04-22
3225,4502,Never Let You Go,18.0,2000-04-29
3226,4819,Never Let You Go,21.0,2000-05-06
3227,5136,Never Let You Go,22.0,2000-05-13
3228,5453,Never Let You Go,25.0,2000-05-20
3229,5770,Never Let You Go,27.0,2000-05-27
3230,6087,Never Let You Go,33.0,2000-06-03
3231,6404,Never Let You Go,45.0,2000-06-10
3232,6721,Never Let You Go,46.0,2000-06-17
3233,253,No Leaf Clover (Live),86.0,2000-02-12
3234,570,No Leaf Clover (Live),81.0,2000-02-19
3235,887,No Leaf Clover (Live),78.0,2000-02-26
3236,1204,No Leaf Clover (Live),76.0,2000-03-04
3237,1521,No Leaf Clover (Live),74.0,2000-03-11
3238,1838,No Leaf Clover (Live),80.0,2000-03-18
3239,2155,No Leaf Clover (Live),86.0,2000-03-25
3240,2472,No Leaf Clover (Live),93.0,2000-04-01
3241,2789,No Leaf Clover (Live),95.0,2000-04-08
3242,3106,No Leaf Clover (Live),95.0,2000-04-15
3243,212,No Matter What They Say,80.0,2000-07-15
3244,529,No Matter What They Say,72.0,2000-07-22
3245,846,No Matter What They Say,67.0,2000-07-29
3246,1163,No Matter What They Say,60.0,2000-08-05
3247,1480,No Matter What They Say,65.0,2000-08-12
3248,1797,No Matter What They Say,73.0,2000-08-19
3249,2114,No Matter What They Say,81.0,2000-08-26
3250,2431,No Matter What They Say,86.0,2000-09-02
3251,2748,No Matter What They Say,90.0,2000-09-09
3252,3065,No Matter What They Say,97.0,2000-09-16
3253,271,No Me Dejes De Querer,77.0,2000-06-10
3254,300,No Mercy,100.0,2000-03-18
3255,617,No Mercy,99.0,2000-03-25
3256,934,No Mercy,99.0,2000-04-01
3257,1885,No Mercy,98.0,2000-04-22
3258,2202,No Mercy,94.0,2000-04-29
3259,2519,No Mercy,92.0,2000-05-06
3260,2836,No Mercy,95.0,2000-05-13
3261,3153,No Mercy,96.0,2000-05-20
3262,38,No More,76.0,2000-07-01
3263,355,No More,38.0,2000-07-08
3264,672,No More,19.0,2000-07-15
3265,989,No More,17.0,2000-07-22
3266,1306,No More,12.0,2000-07-29
3267,1623,No More,15.0,2000-08-05
3268,1940,No More,12.0,2000-08-12
3269,2257,No More,10.0,2000-08-19
3270,2574,No More,7.0,2000-08-26
3271,2891,No More,5.0,2000-09-02
3272,3208,No More,8.0,2000-09-09
3273,3525,No More,8.0,2000-09-16
3274,3842,No More,10.0,2000-09-23
3275,4159,No More,12.0,2000-09-30
3276,4476,No More,14.0,2000-10-07
3277,4793,No More,15.0,2000-10-14
3278,5110,No More,19.0,2000-10-21
3279,5427,No More,23.0,2000-10-28
3280,5744,No More,21.0,2000-11-04
3281,6061,No More,18.0,2000-11-11
3282,6378,No More,19.0,2000-11-18
3283,6695,No More,22.0,2000-11-25
3284,7012,No More,23.0,2000-12-02
3285,7329,No More,24.0,2000-12-09
3286,7646,No More,33.0,2000-12-16
3287,7963,No More,38.0,2000-12-23
3288,196,No More Rain (In This Cloud),86.0,1999-12-25
3289,513,No More Rain (In This Cloud),86.0,2000-01-01
3290,830,No More Rain (In This Cloud),74.0,2000-01-08
3291,1147,No More Rain (In This Cloud),66.0,2000-01-15
3292,1464,No More Rain (In This Cloud),56.0,2000-01-22
3293,1781,No More Rain (In This Cloud),60.0,2000-01-29
3294,2098,No More Rain (In This Cloud),56.0,2000-02-05
3295,2415,No More Rain (In This Cloud),60.0,2000-02-12
3296,2732,No More Rain (In This Cloud),67.0,2000-02-19
3297,3049,No More Rain (In This Cloud),69.0,2000-02-26
3298,3366,No More Rain (In This Cloud),63.0,2000-03-04
3299,3683,No More Rain (In This Cloud),73.0,2000-03-11
3300,4000,No More Rain (In This Cloud),71.0,2000-03-18
3301,4317,No More Rain (In This Cloud),81.0,2000-03-25
3302,4634,No More Rain (In This Cloud),89.0,2000-04-01
3303,4951,No More Rain (In This Cloud),98.0,2000-04-08
3304,5268,No More Rain (In This Cloud),100.0,2000-04-15
3305,171,None Of Ur Friends Business,94.0,1999-12-11
3306,488,None Of Ur Friends Business,84.0,1999-12-18
3307,805,None Of Ur Friends Business,71.0,1999-12-25
3308,1122,None Of Ur Friends Business,71.0,2000-01-01
3309,1439,None Of Ur Friends Business,60.0,2000-01-08
3310,1756,None Of Ur Friends Business,63.0,2000-01-15
3311,2073,None Of Ur Friends Business,48.0,2000-01-22
3312,2390,None Of Ur Friends Business,48.0,2000-01-29
3313,2707,None Of Ur Friends Business,48.0,2000-02-05
3314,3024,None Of Ur Friends Business,55.0,2000-02-12
3315,3341,None Of Ur Friends Business,64.0,2000-02-19
3316,3658,None Of Ur Friends Business,71.0,2000-02-26
3317,3975,None Of Ur Friends Business,85.0,2000-03-04
3318,4292,None Of Ur Friends Business,85.0,2000-03-11
3319,4609,None Of Ur Friends Business,92.0,2000-03-18
3320,175,Nothing As It Seems,49.0,2000-05-13
3321,492,Nothing As It Seems,70.0,2000-05-20
3322,809,Nothing As It Seems,84.0,2000-05-27
3323,1126,Nothing As It Seems,89.0,2000-06-03
3324,1443,Nothing As It Seems,93.0,2000-06-10
3325,1760,Nothing As It Seems,91.0,2000-06-17
3326,133,One Night Stand,96.0,1999-12-25
3327,450,One Night Stand,96.0,2000-01-01
3328,767,One Night Stand,69.0,2000-01-08
3329,1084,One Night Stand,74.0,2000-01-15
3330,1401,One Night Stand,72.0,2000-01-22
3331,1718,One Night Stand,62.0,2000-01-29
3332,2035,One Night Stand,49.0,2000-02-05
3333,2352,One Night Stand,45.0,2000-02-12
3334,2669,One Night Stand,38.0,2000-02-19
3335,2986,One Night Stand,34.0,2000-02-26
3336,3303,One Night Stand,38.0,2000-03-04
3337,3620,One Night Stand,45.0,2000-03-11
3338,3937,One Night Stand,47.0,2000-03-18
3339,4254,One Night Stand,58.0,2000-03-25
3340,4571,One Night Stand,68.0,2000-04-01
3341,4888,One Night Stand,88.0,2000-04-08
3342,5205,One Night Stand,99.0,2000-04-15
3343,148,One Voice,86.0,2000-06-17
3344,465,One Voice,86.0,2000-06-24
3345,782,One Voice,82.0,2000-07-01
3346,1099,One Voice,72.0,2000-07-08
3347,1416,One Voice,65.0,2000-07-15
3348,1733,One Voice,56.0,2000-07-22
3349,2050,One Voice,56.0,2000-07-29
3350,2367,One Voice,55.0,2000-08-05
3351,2684,One Voice,44.0,2000-08-12
3352,3001,One Voice,44.0,2000-08-19
3353,3318,One Voice,43.0,2000-08-26
3354,3635,One Voice,38.0,2000-09-02
3355,3952,One Voice,40.0,2000-09-09
3356,4269,One Voice,44.0,2000-09-16
3357,4586,One Voice,61.0,2000-09-23
3358,4903,One Voice,77.0,2000-09-30
3359,5220,One Voice,85.0,2000-10-07
3360,5537,One Voice,95.0,2000-10-14
3361,5854,One Voice,97.0,2000-10-21
3362,72,Only God Knows Why,63.0,2000-02-19
3363,389,Only God Knows Why,47.0,2000-02-26
3364,706,Only God Knows Why,46.0,2000-03-04
3365,1023,Only God Knows Why,39.0,2000-03-11
3366,1340,Only God Knows Why,35.0,2000-03-18
3367,1657,Only God Knows Why,26.0,2000-03-25
3368,1974,Only God Knows Why,26.0,2000-04-01
3369,2291,Only God Knows Why,23.0,2000-04-08
3370,2608,Only God Knows Why,19.0,2000-04-15
3371,2925,Only God Knows Why,19.0,2000-04-22
3372,3242,Only God Knows Why,21.0,2000-04-29
3373,3559,Only God Knows Why,25.0,2000-05-06
3374,3876,Only God Knows Why,25.0,2000-05-13
3375,4193,Only God Knows Why,29.0,2000-05-20
3376,4510,Only God Knows Why,32.0,2000-05-27
3377,4827,Only God Knows Why,44.0,2000-06-03
3378,5144,Only God Knows Why,52.0,2000-06-10
3379,5461,Only God Knows Why,62.0,2000-06-17
3380,5778,Only God Knows Why,69.0,2000-06-24
3381,6095,Only God Knows Why,78.0,2000-07-01
3382,51,Oops!.. I Did It Again,67.0,2000-04-22
3383,368,Oops!.. I Did It Again,38.0,2000-04-29
3384,685,Oops!.. I Did It Again,26.0,2000-05-06
3385,1002,Oops!.. I Did It Again,19.0,2000-05-13
3386,1319,Oops!.. I Did It Again,15.0,2000-05-20
3387,1636,Oops!.. I Did It Again,13.0,2000-05-27
3388,1953,Oops!.. I Did It Again,12.0,2000-06-03
3389,2270,Oops!.. I Did It Again,9.0,2000-06-10
3390,2587,Oops!.. I Did It Again,9.0,2000-06-17
3391,2904,Oops!.. I Did It Again,10.0,2000-06-24
3392,3221,Oops!.. I Did It Again,14.0,2000-07-01
3393,3538,Oops!.. I Did It Again,15.0,2000-07-08
3394,3855,Oops!.. I Did It Again,17.0,2000-07-15
3395,4172,Oops!.. I Did It Again,24.0,2000-07-22
3396,4489,Oops!.. I Did It Again,35.0,2000-07-29
3397,4806,Oops!.. I Did It Again,49.0,2000-08-05
3398,5123,Oops!.. I Did It Again,77.0,2000-08-12
3399,5440,Oops!.. I Did It Again,85.0,2000-08-19
3400,5757,Oops!.. I Did It Again,90.0,2000-08-26
3401,6074,Oops!.. I Did It Again,96.0,2000-09-02
3402,200,Open My Heart,76.0,2000-08-26
3403,517,Open My Heart,76.0,2000-09-02
3404,834,Open My Heart,74.0,2000-09-09
3405,1151,Open My Heart,69.0,2000-09-16
3406,1468,Open My Heart,68.0,2000-09-23
3407,1785,Open My Heart,67.0,2000-09-30
3408,2102,Open My Heart,61.0,2000-10-07
3409,2419,Open My Heart,58.0,2000-10-14
3410,2736,Open My Heart,57.0,2000-10-21
3411,3053,Open My Heart,59.0,2000-10-28
3412,3370,Open My Heart,66.0,2000-11-04
3413,3687,Open My Heart,68.0,2000-11-11
3414,4004,Open My Heart,61.0,2000-11-18
3415,4321,Open My Heart,67.0,2000-11-25
3416,4638,Open My Heart,59.0,2000-12-02
3417,4955,Open My Heart,63.0,2000-12-09
3418,5272,Open My Heart,67.0,2000-12-16
3419,5589,Open My Heart,71.0,2000-12-23
3420,5906,Open My Heart,79.0,2000-12-30
3421,6223,Open My Heart,89.0,2001-01-06
3422,237,Original Prankster,74.0,2000-11-25
3423,554,Original Prankster,71.0,2000-12-02
3424,871,Original Prankster,70.0,2000-12-09
3425,1188,Original Prankster,70.0,2000-12-16
3426,1505,Original Prankster,77.0,2000-12-23
3427,1822,Original Prankster,78.0,2000-12-30
3428,2139,Original Prankster,91.0,2001-01-06
3429,2456,Original Prankster,89.0,2001-01-13
3430,2773,Original Prankster,92.0,2001-01-20
3431,65,Otherside,80.0,2000-02-12
3432,382,Otherside,72.0,2000-02-19
3433,699,Otherside,65.0,2000-02-26
3434,1016,Otherside,52.0,2000-03-04
3435,1333,Otherside,51.0,2000-03-11
3436,1650,Otherside,49.0,2000-03-18
3437,1967,Otherside,40.0,2000-03-25
3438,2284,Otherside,37.0,2000-04-01
3439,2601,Otherside,32.0,2000-04-08
3440,2918,Otherside,29.0,2000-04-15
3441,3235,Otherside,29.0,2000-04-22
3442,3552,Otherside,29.0,2000-04-29
3443,3869,Otherside,29.0,2000-05-06
3444,4186,Otherside,24.0,2000-05-13
3445,4503,Otherside,18.0,2000-05-20
3446,4820,Otherside,14.0,2000-05-27
3447,5137,Otherside,15.0,2000-06-03
3448,5454,Otherside,16.0,2000-06-10
3449,5771,Otherside,19.0,2000-06-17
3450,6088,Otherside,22.0,2000-06-24
3451,6405,Otherside,29.0,2000-07-01
3452,6722,Otherside,45.0,2000-07-08
3453,105,Party Up (Up In Here),88.0,2000-02-26
3454,422,Party Up (Up In Here),74.0,2000-03-04
3455,739,Party Up (Up In Here),62.0,2000-03-11
3456,1056,Party Up (Up In Here),56.0,2000-03-18
3457,1373,Party Up (Up In Here),49.0,2000-03-25
3458,1690,Party Up (Up In Here),44.0,2000-04-01
3459,2007,Party Up (Up In Here),38.0,2000-04-08
3460,2324,Party Up (Up In Here),32.0,2000-04-15
3461,2641,Party Up (Up In Here),27.0,2000-04-22
3462,2958,Party Up (Up In Here),27.0,2000-04-29
3463,3275,Party Up (Up In Here),27.0,2000-05-06
3464,3592,Party Up (Up In Here),27.0,2000-05-13
3465,3909,Party Up (Up In Here),27.0,2000-05-20
3466,4226,Party Up (Up In Here),28.0,2000-05-27
3467,4543,Party Up (Up In Here),28.0,2000-06-03
3468,4860,Party Up (Up In Here),33.0,2000-06-10
3469,5177,Party Up (Up In Here),35.0,2000-06-17
3470,5494,Party Up (Up In Here),42.0,2000-06-24
3471,5811,Party Up (Up In Here),44.0,2000-07-01
3472,6128,Party Up (Up In Here),46.0,2000-07-08
3473,6445,Party Up (Up In Here),43.0,2000-07-15
3474,67,Pinch Me,77.0,2000-09-09
3475,384,Pinch Me,76.0,2000-09-16
3476,701,Pinch Me,69.0,2000-09-23
3477,1018,Pinch Me,45.0,2000-09-30
3478,1335,Pinch Me,51.0,2000-10-07
3479,1652,Pinch Me,37.0,2000-10-14
3480,1969,Pinch Me,33.0,2000-10-21
3481,2286,Pinch Me,29.0,2000-10-28
3482,2603,Pinch Me,26.0,2000-11-04
3483,2920,Pinch Me,25.0,2000-11-11
3484,3237,Pinch Me,16.0,2000-11-18
3485,3554,Pinch Me,15.0,2000-11-25
3486,3871,Pinch Me,15.0,2000-12-02
3487,4188,Pinch Me,19.0,2000-12-09
3488,4505,Pinch Me,19.0,2000-12-16
3489,4822,Pinch Me,20.0,2000-12-23
3490,5139,Pinch Me,22.0,2000-12-30
3491,5456,Pinch Me,20.0,2001-01-06
3492,5773,Pinch Me,21.0,2001-01-13
3493,6090,Pinch Me,34.0,2001-01-20
3494,6407,Pinch Me,44.0,2001-01-27
3495,162,Pop A Top,79.0,1999-11-13
3496,479,Pop A Top,73.0,1999-11-20
3497,796,Pop A Top,70.0,1999-11-27
3498,1113,Pop A Top,64.0,1999-12-04
3499,1430,Pop A Top,63.0,1999-12-11
3500,1747,Pop A Top,57.0,1999-12-18
3501,2064,Pop A Top,55.0,1999-12-25
3502,2381,Pop A Top,55.0,2000-01-01
3503,2698,Pop A Top,63.0,2000-01-08
3504,3015,Pop A Top,52.0,2000-01-15
3505,3332,Pop A Top,43.0,2000-01-22
3506,3649,Pop A Top,47.0,2000-01-29
3507,3966,Pop A Top,55.0,2000-02-05
3508,4283,Pop A Top,78.0,2000-02-12
3509,4600,Pop A Top,95.0,2000-02-19
3510,4917,Pop A Top,100.0,2000-02-26
3511,5551,Pop A Top,100.0,2000-03-11
3512,211,Pop Ya Collar,68.0,2000-11-04
3513,528,Pop Ya Collar,64.0,2000-11-11
3514,845,Pop Ya Collar,60.0,2000-11-18
3515,1162,Pop Ya Collar,60.0,2000-11-25
3516,1479,Pop Ya Collar,62.0,2000-12-02
3517,1796,Pop Ya Collar,79.0,2000-12-09
3518,2113,Pop Ya Collar,93.0,2000-12-16
3519,146,Prayin' For Daylight,87.0,2000-05-06
3520,463,Prayin' For Daylight,78.0,2000-05-13
3521,780,Prayin' For Daylight,72.0,2000-05-20
3522,1097,Prayin' For Daylight,68.0,2000-05-27
3523,1414,Prayin' For Daylight,66.0,2000-06-03
3524,1731,Prayin' For Daylight,64.0,2000-06-10
3525,2048,Prayin' For Daylight,58.0,2000-06-17
3526,2365,Prayin' For Daylight,58.0,2000-06-24
3527,2682,Prayin' For Daylight,56.0,2000-07-01
3528,2999,Prayin' For Daylight,54.0,2000-07-08
3529,3316,Prayin' For Daylight,49.0,2000-07-15
3530,3633,Prayin' For Daylight,46.0,2000-07-22
3531,3950,Prayin' For Daylight,46.0,2000-07-29
3532,4267,Prayin' For Daylight,41.0,2000-08-05
3533,4584,Prayin' For Daylight,38.0,2000-08-12
3534,4901,Prayin' For Daylight,38.0,2000-08-19
3535,5218,Prayin' For Daylight,47.0,2000-08-26
3536,5535,Prayin' For Daylight,65.0,2000-09-02
3537,5852,Prayin' For Daylight,72.0,2000-09-09
3538,6169,Prayin' For Daylight,77.0,2000-09-16
3539,231,Private Emotion,76.0,2000-03-11
3540,548,Private Emotion,67.0,2000-03-18
3541,865,Private Emotion,71.0,2000-03-25
3542,1182,Private Emotion,78.0,2000-04-01
3543,1499,Private Emotion,89.0,2000-04-08
3544,302,Pull Over,97.0,2000-09-09
3545,619,Pull Over,93.0,2000-09-16
3546,936,Pull Over,96.0,2000-09-23
3547,1253,Pull Over,100.0,2000-09-30
3548,262,Put Your Hand In Mine,81.0,2000-01-29
3549,579,Put Your Hand In Mine,77.0,2000-02-05
3550,896,Put Your Hand In Mine,76.0,2000-02-12
3551,1213,Put Your Hand In Mine,76.0,2000-02-19
3552,1530,Put Your Hand In Mine,86.0,2000-02-26
3553,1847,Put Your Hand In Mine,88.0,2000-03-04
3554,2164,Put Your Hand In Mine,92.0,2000-03-11
3555,2481,Put Your Hand In Mine,99.0,2000-03-18
3556,290,Re-Arranged,91.0,1999-12-04
3557,607,Re-Arranged,91.0,1999-12-11
3558,924,Re-Arranged,90.0,1999-12-18
3559,1241,Re-Arranged,95.0,1999-12-25
3560,1558,Re-Arranged,95.0,2000-01-01
3561,1875,Re-Arranged,99.0,2000-01-08
3562,2192,Re-Arranged,96.0,2000-01-15
3563,2509,Re-Arranged,96.0,2000-01-22
3564,2826,Re-Arranged,92.0,2000-01-29
3565,3143,Re-Arranged,88.0,2000-02-05
3566,3460,Re-Arranged,89.0,2000-02-12
3567,3777,Re-Arranged,93.0,2000-02-19
3568,4094,Re-Arranged,91.0,2000-02-26
3569,4411,Re-Arranged,91.0,2000-03-04
3570,4728,Re-Arranged,89.0,2000-03-11
3571,5045,Re-Arranged,90.0,2000-03-18
3572,5362,Re-Arranged,93.0,2000-03-25
3573,5679,Re-Arranged,100.0,2000-04-01
3574,277,Real Live Woman,85.0,2000-04-01
3575,594,Real Live Woman,83.0,2000-04-08
3576,911,Real Live Woman,83.0,2000-04-15
3577,1228,Real Live Woman,82.0,2000-04-22
3578,1545,Real Live Woman,81.0,2000-04-29
3579,1862,Real Live Woman,91.0,2000-05-06
3580,128,Rhythm Divine,90.0,1999-12-04
3581,445,Rhythm Divine,84.0,1999-12-11
3582,762,Rhythm Divine,79.0,1999-12-18
3583,1079,Rhythm Divine,67.0,1999-12-25
3584,1396,Rhythm Divine,67.0,2000-01-01
3585,1713,Rhythm Divine,39.0,2000-01-08
3586,2030,Rhythm Divine,33.0,2000-01-15
3587,2347,Rhythm Divine,32.0,2000-01-22
3588,2664,Rhythm Divine,38.0,2000-01-29
3589,2981,Rhythm Divine,38.0,2000-02-05
3590,3298,Rhythm Divine,49.0,2000-02-12
3591,3615,Rhythm Divine,51.0,2000-02-19
3592,3932,Rhythm Divine,61.0,2000-02-26
3593,4249,Rhythm Divine,61.0,2000-03-04
3594,4566,Rhythm Divine,66.0,2000-03-11
3595,4883,Rhythm Divine,88.0,2000-03-18
3596,5200,Rhythm Divine,96.0,2000-03-25
3597,299,Riddle,92.0,2000-06-17
3598,616,Riddle,92.0,2000-06-24
3599,933,Riddle,97.0,2000-07-01
3600,1250,Riddle,100.0,2000-07-08
3601,224,Rollin',77.0,2000-11-11
3602,541,Rollin',73.0,2000-11-18
3603,858,Rollin',72.0,2000-11-25
3604,1175,Rollin',66.0,2000-12-02
3605,1492,Rollin',65.0,2000-12-09
3606,1809,Rollin',65.0,2000-12-16
3607,2126,Rollin',67.0,2000-12-23
3608,2443,Rollin',73.0,2000-12-30
3609,2760,Rollin',74.0,2001-01-06
3610,3077,Rollin',78.0,2001-01-13
3611,3394,Rollin',80.0,2001-01-20
3612,3711,Rollin',86.0,2001-01-27
3613,4028,Rollin',86.0,2001-02-03
3614,4345,Rollin',91.0,2001-02-10
3615,4662,Rollin',93.0,2001-02-17
3616,4979,Rollin',96.0,2001-02-24
3617,5296,Rollin',100.0,2001-03-03
3618,250,"Ryde or Die, Chick",86.0,2000-03-18
3619,567,"Ryde or Die, Chick",73.0,2000-03-25
3620,884,"Ryde or Die, Chick",80.0,2000-04-01
3621,1201,"Ryde or Die, Chick",84.0,2000-04-08
3622,1518,"Ryde or Die, Chick",91.0,2000-04-15
3623,1835,"Ryde or Die, Chick",97.0,2000-04-22
3624,2152,"Ryde or Die, Chick",97.0,2000-04-29
3625,239,"Same Script, Different Cast",71.0,2000-06-17
3626,556,"Same Script, Different Cast",71.0,2000-06-24
3627,873,"Same Script, Different Cast",71.0,2000-07-01
3628,1190,"Same Script, Different Cast",71.0,2000-07-08
3629,1507,"Same Script, Different Cast",70.0,2000-07-15
3630,1824,"Same Script, Different Cast",75.0,2000-07-22
3631,2141,"Same Script, Different Cast",77.0,2000-07-29
3632,2458,"Same Script, Different Cast",88.0,2000-08-05
3633,2775,"Same Script, Different Cast",91.0,2000-08-12
3634,6,Say My Name,83.0,1999-12-25
3635,323,Say My Name,83.0,2000-01-01
3636,640,Say My Name,44.0,2000-01-08
3637,957,Say My Name,38.0,2000-01-15
3638,1274,Say My Name,16.0,2000-01-22
3639,1591,Say My Name,13.0,2000-01-29
3640,1908,Say My Name,16.0,2000-02-05
3641,2225,Say My Name,16.0,2000-02-12
3642,2542,Say My Name,16.0,2000-02-19
3643,2859,Say My Name,18.0,2000-02-26
3644,3176,Say My Name,17.0,2000-03-04
3645,3493,Say My Name,14.0,2000-03-11
3646,3810,Say My Name,1.0,2000-03-18
3647,4127,Say My Name,1.0,2000-03-25
3648,4444,Say My Name,1.0,2000-04-01
3649,4761,Say My Name,2.0,2000-04-08
3650,5078,Say My Name,2.0,2000-04-15
3651,5395,Say My Name,3.0,2000-04-22
3652,5712,Say My Name,5.0,2000-04-29
3653,6029,Say My Name,5.0,2000-05-06
3654,6346,Say My Name,5.0,2000-05-13
3655,6663,Say My Name,7.0,2000-05-20
3656,6980,Say My Name,10.0,2000-05-27
3657,7297,Say My Name,13.0,2000-06-03
3658,7614,Say My Name,14.0,2000-06-10
3659,7931,Say My Name,18.0,2000-06-17
3660,8248,Say My Name,23.0,2000-06-24
3661,8565,Say My Name,23.0,2000-07-01
